Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,"Total 
Claims",Total Beneficiaries,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Average Spending Per Beneficiary,Year
Topiramate,Topiramate,Mylan Instituti,12807.4,63250.012,1346,258,0.204089163,9.515156018,49.64108527,2016
Topiramate,Topiramate,Sun Pharma Glob,3423963.74,20617290,186958,58335,0.168526912,18.31407985,58.69484426,2016
Topiramate,Topiramate,Sun Pharmaceuti,561550.05,3420488.528,51684,14479,0.164503227,10.86506559,38.78375924,2016
Topiramate,Topiramate,Teva USA,737777.84,1326801,10418,5864,0.54889746,70.81760799,125.8147749,2016
Topiramate,Topiramate,Torrent Pharmac,176063.24,1196448.1,18255,4966,0.147797331,9.64465845,35.45373339,2016
Topiramate,Topiramate,Unichem Pharmac,367388.09,2478867,30431,6968,0.148994221,12.07282344,52.72504162,2016
Topiramate,Topiramate,Zydus Pharmaceu,16360447.02,100653612.8,1179533,250560,0.162811297,13.87027495,65.2955261,2016
Topiramate ER,Topiramate,Upsher Smith La,2504469.1,265080,4865, ,9.736661537,514.7932374, ,2016
Toprol XL,Metoprolol Succinate,Astrazeneca,45777918.65,74315414.5,780173,214654,0.618462563,58.67662512,213.2637577,2016
Torisel,Temsirolimus,Wyeth/Pfizer,423265.15,259,83, ,1634.228378,5099.580121, ,2016
Torsemide,Torsemide,AHP,23645.01,72745,1695,302,0.325039659,13.94985841,78.2947351,2016
Torsemide,Torsemide,Apotex Corp,136951.65,590299,10183,3937,0.240428988,13.44904743,34.78578867,2016
Torsemide,Torsemide,Aurobindo Pharm,13169.87,50595,1056,313,0.270997582,12.4714678,42.07626198,2016
Torsemide,Torsemide,Camber Pharmace,13897529.22,57512270.03,792526,187283,0.251923299,17.53573917,74.20603696,2016
Torsemide,Torsemide,Citron Pharma L,12557.93,60979,815, ,0.207063434,15.40850307, ,2016
Torsemide,Torsemide,Roxane/West-War,854742.54,3905969.79,60448,19778,0.218829788,14.14012937,43.21683386,2016
Torsemide,Torsemide,Teva USA,11001970,45594611.97,661122,166421,0.252785622,16.6413612,66.10926506,2016
Toujeo Solostar,"Insulin Glargine,Hum.Rec.Anlog",Sanofi-Aventis,345324334.1,4670428.564,621495,148357,73.93846824,555.6349352,2327.657839,2016
Toviaz,Fesoterodine Fumarate,Pfizer US Pharm,123830715.2,14483472.5,365439,73693,8.550020516,338.8546794,1680.359263,2016
Tracleer,Bosentan,Actelion Pharma,304240056.2,1916257,32125,3353,158.7676477,9470.507587,90736.67052,2016
Tradjenta,Linagliptin,Boehringer Ing.,708099981,60072191.5,1558521,276638,11.78748375,454.3409945,2559.66274,2016
Tramadol HCl,Tramadol HCl,AHP,13522,89801,1696,709,0.150577388,7.972877359,19.0719323,2016
Tramadol HCl,Tramadol HCl,Amneal Pharmace,34361534.78,334921201.6,3953974,1414267,0.102595878,8.690379547,24.29635619,2016
Tramadol HCl,Tramadol HCl,Caraco/Sun Phar,18457076.86,197820084.4,2416965,908338,0.09330234,7.636468406,20.31961325,2016
Tramadol HCl,Tramadol HCl,Macleods Pharma,9749.39,100319,1147, ,0.097183883,8.499904098, ,2016
Tramadol HCl,Tramadol HCl,Major Pharmaceu,8265.98,48352,1435,639,0.170954252,5.760264808,12.93580595,2016
Tramadol HCl,Tramadol HCl,Mckesson Packag,13860.7,115095,2762,1123,0.120428342,5.018356264,12.34256456,2016
Tramadol HCl,Tramadol HCl,Mylan,12127059.63,122373612.6,1407747,502581,0.099098649,8.614516408,24.12956246,2016
Tramadol HCl,Tramadol HCl,Mylan Instituti,131793.2,754748.298,16045,4956,0.174618744,8.2139732,26.59265537,2016
Tramadol HCl,Tramadol HCl,Northstar Rx Ll,7178559.26,86219050.6,1041675,286338,0.083259549,6.891361759,25.0702291,2016
Tramadol HCl,Tramadol HCl,Teva USA,21696267.19,226502093,2686965,956463,0.095788374,8.074637068,22.68385415,2016
Tramadol HCl,Tramadol HCl,Virtus Pharmace,5891072.19,64979863.6,802030,329002,0.090659966,7.345201788,17.90588565,2016
Tramadol HCl,Tramadol HCl,Zydus Pharmaceu,22436914.36,204709801.5,2505334,917489,0.109603518,8.955657952,24.45469576,2016
Tramadol HCl ER,Tramadol HCl,Lupin Pharmaceu,7405385.77,2864536,69504,21537,2.641710349,106.5461811,343.8448145,2016
Tramadol HCl ER,Tramadol HCl,Mylan,1428944.47,575592,14944, ,2.581890878,95.6199458, ,2016
Tramadol HCl ER,Tramadol HCl,Par Pharm.,5721925.76,2086781,51210,17802,2.797990985,111.7345394,321.4203887,2016
Tramadol HCl ER,Tramadol HCl,Patriot Pharmac,330391.04,123765,3431,1315,2.719721438,96.29584378,251.2479392,2016
Tramadol HCl ER,Tramadol HCl,Sun Pharma Glob,2194961.46,767015.5,20524,6478,2.921270952,106.9460856,338.8331985,2016
Tramadol HCl ER,Tramadol HCl,Trigen Laborato,750110.7,77677,2095,1104,9.812523023,358.0480668,679.4480978,2016
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,AHP,2165.44,6171,90,47,0.35090585,24.06044444,46.07319149,2016
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Amneal Pharmace,4841542.83,18679314.22,231634,106149,0.259192751,20.90169332,45.61081904,2016
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Apotex Corp,2052904.88,7993391,96321,38196,0.25682528,21.31315996,53.74659336,2016
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Caraco/Sun Phar,929542.27,3710219,42769,19512,0.250535688,21.73401927,47.63951773,2016
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Mylan,1484322.53,5906128,71747,31925,0.251319059,20.68828704,46.49404949,2016
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Par Pharm.,444719.49,1325676,21272,9209,0.3354662,20.9063318,48.29183299,2016
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,Zydus Pharmaceu,4209507.51,15245170,197830,93035,0.276120733,21.27840828,45.24649336,2016
Trandolapril,Trandolapril,Actavis Pharma/,805500.59,2534080,36751, ,0.317948818,21.917787, ,2016
Trandolapril,Trandolapril,Aurobindo Pharm,1844.94,4440,129,34,0.415527027,14.30186047,54.26294118,2016
Trandolapril,Trandolapril,Citron Pharma L,86159.14,256939,3850, ,0.33488788,22.3789974, ,2016
Trandolapril,Trandolapril,Epic Pharma LLC,8286.23,23632,360,142,0.349247556,23.01730556,58.35373239,2016
Trandolapril,Trandolapril,Lupin Pharmaceu,2098074.85,6130595,85760,18419,0.34231012,24.46449219,113.9081845,2016
Trandolapril-Verapamil ER,Trandolapril/Verapamil HCl,Glenmark Pharma,989546.93,302972,5146,1255,3.264955616,192.2943898,788.4836096,2016
Trandolapril-Verapamil ER,Trandolapril/Verapamil HCl,Greenstone LLC.,534185.19,172365,2914,814,3.102588993,183.3168119,656.2471622,2016
Tranexamic Acid,Tranexamic Acid,Actavis Pharma/,413508.19,141862,2764, ,2.914862261,149.6049892, ,2016
Tranexamic Acid,Tranexamic Acid,Amring Pharmace,354527.24,114395.692,2150, ,3.099131041,164.8963907, ,2016
Tranexamic Acid,Tranexamic Acid,Apotex Corp,30719.72,9086,169,130,3.380994937,181.7734911,236.3055385,2016
Tranexamic Acid,Tranexamic Acid,Prasco Labs,289094.58,96020,2033,1170,3.01077463,142.2009739,247.0893846,2016
Transderm-Scop,Scopolamine,Baxter Healthca,12373915,550157.18,84587,44804,22.49159958,146.2862497,276.178801,2016
Transderm-Scop,Scopolamine,Novartis Consum,15752705.16,849759.869,156288,89831,18.53783137,100.7928002,175.3593432,2016
Transderm-Scop,Scopolamine,Sandoz Inc.,238923.13,12936,2166, ,18.46962972,110.3061542, ,2016
Tranxene T-Tab,Clorazepate Dipotassium,Recordati Rare,417245.83,66811,609,127,6.245166664,685.1327258,3285.400236,2016
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Actavis Pharma,1052372.15,593272,3195, ,1.773844291,329.3809546, ,2016
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Par Pharm.,2933526.79,1540609.5,8257,1457,1.904133909,355.2775572,2013.402052,2016
Tranylcypromine Sulfate,Tranylcypromine Sulfate,Rising Pharm,475602.23,271409,1649,583,1.752345095,288.4185749,815.784271,2016
Travasol,Parenteral Amino Acid 10% No.6,Baxter Healthca,675862.84,20465133.71,3874,322,0.033025088,174.461239,2098.952919,2016
Travatan Z,Travoprost,Alcon/Novartis,383911518.7,6452139.418,1694690,368872,59.50142951,226.5379029,1040.771646,2016
Travoprost,Travoprost (Benzalkonium),Par Pharm.,4523985.72,142700.466,34331,13390,31.70266956,131.77553,337.8630112,2016
Trazodone HCl,Trazodone HCl,AHP,63119.13,236796.5,7440,2744,0.26909531,8.483754032,23.0025984,2016
Trazodone HCl,Trazodone HCl,Apotex Corp,11767321.73,52319465.24,877940,293705,0.252421279,13.40333249,40.06510523,2016
Trazodone HCl,Trazodone HCl,Avkare,57877.22,403530.5,8919,3625,0.143807973,6.489205068,15.96612966,2016
Trazodone HCl,Trazodone HCl,Major Pharmaceu,129470.25,521733.567,18949,3923,0.25095886,6.832563724,33.0028677,2016
Trazodone HCl,Trazodone HCl,Mutual Pharm Co,1097656.28,5691129.75,102174,38313,0.183627164,10.74300977,28.64970845,2016
Trazodone HCl,Trazodone HCl,Qualitest/Par P,11832337.25,77810028.94,1595886, ,0.151724601,7.414274735, ,2016
Trazodone HCl,Trazodone HCl,Teva USA,87623408.74,501443222.7,9740143,1274987,0.176322387,8.996111119,68.72494287,2016
Trazodone HCl,Trazodone HCl,Torrent Pharmac,62458.37,286544.5,7478,2209,0.221253645,8.352282696,28.27449977,2016
Treanda,Bendamustine HCl,"Cephalon,Inc.-T",4062788.89,1999,441,117,2257.581678,9212.67322,34724.69137,2016
Trelstar,Triptorelin Pamoate,Actavis/Allerga,10761741.94,4712,4711,1827,2283.876387,2284.385893,5890.389677,2016
Tresiba Flextouch U-100,Insulin Degludec,Novo Nordisk,28122846.67,951188.5,56321,21609,29.56600786,499.3314513,1301.441375,2016
Tresiba Flextouch U-200,Insulin Degludec,Novo Nordisk,111623799.5,1891046.5,131851,42426,59.02752759,846.5904654,2631.023416,2016
Tretinoin Microsphere,Tretinoin Microspheres,Oceanside Pharm,889433.73,101125,2027,1106,8.778891638,438.7931574,804.1896293,2016
Tretinoin Microsphere,Tretinoin Microspheres,Spear Derm Prod,544951.94,62465,1399,790,8.704892453,389.5296212,689.8125823,2016
Tretinoin*,Tretinoin,Actavis Pharma/,2753185.8,827176.5,21654, ,3.328413948,127.1444444, ,2016
Tretinoin*,Tretinoin,Oceanside Pharm,145597.65,26885,544, ,5.41557188,267.642739, ,2016
Tretinoin*,Tretinoin,Par Pharm.,1325770.53,71509,477,171,18.53991148,2779.393145,7753.044035,2016
Tretinoin*,Tretinoin,Rouses/Perrigo,9027044.34,2674541.9,66455, ,3.365261386,135.8369474, ,2016
Tretinoin*,Tretinoin,Spear Derm Prod,7501605.08,1942776.5,49524,27332,3.845524499,151.4741354,274.4623548,2016
Tretinoin*,Tretinoin,Teva USA,3332852.22,165289,1060, ,20.16378719,3144.200208, ,2016
Trexall,Methotrexate Sodium,Teva Women's He,734608.79,36232.5,3443, ,22.75218958,213.3629945, ,2016
Treximet,Sumatriptan Succ/Naproxen Sod,Pernix Therapeu,8009589.54,99724,7551,1878,80.3175719,1060.732292,4264.957157,2016
Trezix,Acetaminophen/Caff/Dihydrocod,Wraser Pharma,306188.32,80669,948,493,3.795613185,322.9834599,621.071643,2016
Tri-Estarylla,Norgestimate-Ethinyl Estradiol,Sandoz,61333.14,130088,3346,693,0.471474233,18.33028691,88.50380952,2016
Tri-Legest Fe,Norethindrone-E.Estradiol-Iron,Teva USA,60557.11,43820,1138,188,1.381951392,53.21362917,322.1122872,2016
Tri-Linyah,Norgestimate-Ethinyl Estradiol,Northstar Rx Ll,163237.39,362027,10513,2049,0.450898386,15.52719395,79.666857,2016
Tri-Lo-Estarylla,Norgestimate-Ethinyl Estradiol,Sandoz,38981.18,34076,975, ,1.143948233,39.98069744, ,2016
Tri-Lo-Marzia,Norgestimate-Ethinyl Estradiol,Lupin Pharmaceu,18665.38,13580,376, ,1.3744757,49.64196809, ,2016
Tri-Lo-Sprintec,Norgestimate-Ethinyl Estradiol,Teva USA,63768.13,57218,1641, ,1.114476738,38.8593114, ,2016
Tri-Previfem,Norgestimate-Ethinyl Estradiol,Qualitest/Par P,188989.19,400477,11884, ,0.471910222,15.90282649, ,2016
Tri-Sprintec,Norgestimate-Ethinyl Estradiol,Teva USA,445191.27,1013614,29750,5158,0.43921184,14.96441244,86.31083172,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Ascend Laborato,9291152.94,101599105.3,691250,400774,0.095519782,13.44108924,23.1830232,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Fougera/Sandoz,10321614.36,74253607.5,1099447,691672,0.150432841,9.388005388,14.92270088,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,G & W Labs.,820433.58,3986032.6,62168, ,0.200333293,13.19703996, ,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Glenmark Pharma,45846.22,87219,2171, ,0.525644871,21.11755873, ,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,"IGI Labs, Inc./",108779.41,782479.6,4823, ,0.22985978,22.55430438, ,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Morton Grove Ph,705319.98,1431206.68,20713,13249,0.492421363,34.05204364,53.23571439,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Perrigo Co.,27305283.55,230326310.6,1571755,976888,0.185501754,17.37248079,27.95129385,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Qualitest/Par P,6174803.59,24143466.37,407554, ,0.237469991,15.15088452, ,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Rising Pharm,5847144.05,612151.7,102056,65192,9.551789287,57.29348642,89.69112851,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Taro Pharm USA*,7354151.98,14550360.43,376573,252021,2.238813227,19.52915366,29.18071105,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Versapharm/Akor,142291.82,216305,3070,1974,0.657829546,46.34912704,72.08298886,2016
Triamcinolone Acetonide*,Triamcinolone Acetonide,Winthrop US,24816.29,6011,327,192,4.128479454,75.89079511,129.2515104,2016
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Actavis Pharma/,1147661.42,5456680.5,116973, ,0.211907671,9.81133612, ,2016
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Apotex Corp,10056413.58,51788607.16,882438,244325,0.193983988,11.39617013,41.159986,2016
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Bluepoint Labor,1316386.37,5681569,128428,29247,0.231524153,10.2499951,45.00927856,2016
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Lannett Co. Inc,7213493.01,37069385,542659,199065,0.194594354,13.29286534,36.23687243,2016
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Marlex Pharm.,38744.09,163772,2747, ,0.236573346,14.10414634, ,2016
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Mylan,10774997.3,45925635.64,789883,234531,0.234567321,13.64125738,45.94274232,2016
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Mylan Instituti,97974.93,384087,8707,4625,0.25765682,11.25243253,21.18376865,2016
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Sandoz,25598968.33,118446268.8,1969029,576241,0.217424947,13.00080818,44.4240662,2016
Trianex,Triamcinolone Acetonide,Promius Pharma,722861.21,364314,857,675,1.984170825,843.4786581,1070.905496,2016
Triazolam,Triazolam,Greenstone LLC.,5476457.1,5170485.5,129284,35594,1.062060368,42.35989836,153.8589959,2016
Tribenzor,Olmesartan/Amlodipin/HCThiazid,"Daiichi Sankyo,",64173585.45,7782315.5,172956,32869,8.246286074,371.0399492,1952.404559,2016
Tricare,Prenatal Vit103/Iron Fum/Folic,Medecor Pharma,3048.5,3758,103, ,0.811202767,29.59708738, ,2016
Tricitrates,Sod/Pot/K Cit/Sod Cit/Cit Acid,Pharmaceutical,13105.74,257584.44,209,59,0.050879393,62.70688995,222.1311864,2016
Tricor,Fenofibrate Nanocrystallized,Abbvie US LLC,5016303.33,5508681,65347,20491,0.907550682,76.76409522,244.8051989,2016
Triesence,Triamcinolone Acetonide/PF,Alcon/Novartis,13430.26,330,72, ,40.69775758,186.5313889, ,2016
Trifluoperazine HCl,Trifluoperazine HCl,Mylan,4069308.51,3771037.5,56754,8896,1.066799351,71.70082303,457.4312624,2016
Trifluoperazine HCl,Trifluoperazine HCl,Mylan Instituti,61218.66,49879,833,196,1.220949791,73.49178872,312.340102,2016
Trifluoperazine HCl,Trifluoperazine HCl,Sandoz,3303028.93,2938005.654,43024,6918,1.111243183,76.77177692,477.4543119,2016
Trifluoperazine HCl,Trifluoperazine HCl,Upsher Smith La,680550.16,567068,9138, ,1.168266056,74.47473846, ,2016
Trifluridine,Trifluridine,Greenstone LLC.,1250191.81,74630.5,9787,7746,16.75175444,127.7400439,161.3983746,2016
Trifluridine,Trifluridine,Sandoz,936892.75,57355.062,7479,5567,16.33496186,125.2697887,168.2940093,2016
Triglide,Fenofibrate Nanocrystallized,Shionogi US/Cas,517166.54,72809,1306,498,7.103057864,395.9927565,1038.487028,2016
Trihexyphenidyl HCl,Trihexyphenidyl HCl,AHP,11030.85,52231.5,1060,212,0.213121422,10.40646226,52.03231132,2016
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Actavis Pharma/,1294320.17,9425600.82,122203, ,0.138770617,10.59155806, ,2016
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Pharmaceutical,20051.9,268257,531,97,0.074748842,37.76252354,206.7206186,2016
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Qualitest/Par P,690257.66,4702579.97,68335, ,0.147204286,10.10108524, ,2016
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Rising Pharm,880631.22,5330424.95,76896,14299,0.16681193,11.45223705,61.58690957,2016
Trihexyphenidyl HCl,Trihexyphenidyl HCl,Versapharm/Akor,8901.47,190962,343,76,0.046613829,25.95180758,117.1246053,2016
Trihexyphenidyl HCl,Trihexyphenidyl HCl,"West-Ward, Inc.",6394.4,38507.5,748,226,0.165795964,8.548663102,28.29380531,2016
Trileptal,Oxcarbazepine,Novartis,19927459.09,3461523,19943,2470,8.040115721,999.2207336,8067.797202,2016
Trilipix,Fenofibric Acid (Choline),Abbvie US LLC,1735740.47,248081,4940,1282,6.969708271,351.3644676,1353.931724,2016
Trilyte With Flavor Packets,Sodium Chloride/NaHCO3/KCl/PEG,Wallace Pharmac,330164.58,77117083,18976,18212,0.004281342,17.39906092,18.12895783,2016
Trimethobenzamide HCl,Trimethobenzamide HCl,Gavis/Lupin,398963.5,320582,4674,2223,1.244497508,85.3580445,179.4707602,2016
Trimethobenzamide HCl,Trimethobenzamide HCl,Mutual Pharm Co,338093.32,278166,4307,2105,1.215437257,78.49856513,160.6144038,2016
Trimethoprim,Trimethoprim,Actavis Pharma/,1374752.34,3330957.25,75626, ,0.412719899,18.17830297, ,2016
Trimethoprim,Trimethoprim,Gavis/Lupin,1354249,3661565,87387,29504,0.36985524,15.49714488,45.90052196,2016
Trimethoprim,Trimethoprim,Mayne Pharma In,94637.69,256306,5803, ,0.369237123,16.30840772, ,2016
Trimethoprim,Trimethoprim,Teva/Mayne Phar,1775580.55,4894927.25,119848, ,0.362738905,14.81527059, ,2016
Trimipramine Maleate,Trimipramine Maleate,Actavis Pharma/,123706.64,27239,364, ,4.479007989,339.8534066, ,2016
Trinatal Rx 1,"Prenatal Vit27,Calcium/Iron/FA",Trigen Laborato,3911.55,17549,469,155,0.222893042,8.340191898,25.23580645,2016
Trinessa,Norgestimate-Ethinyl Estradiol,Actavis Pharma/,370994.19,792686,19280, ,0.468021625,19.24243724, ,2016
Trinessa Lo,Norgestimate-Ethinyl Estradiol,Actavis Pharma/,45892.78,59248,1419, ,0.774587834,32.34163495, ,2016
Trintellix,Vortioxetine Hydrobromide,Takeda Pharmace,57990068.14,5440191,160985, ,10.6598954,360.2203195, ,2016
Triphrocaps,B Complex W-C No.20/Folic Acid,Trigen Laborato,4271.56,10991,258,82,0.388641616,16.55643411,52.09219512,2016
Tristart DHA,Prenatal 93/Iron/Folate 9/DHA,Carwin Associat,29013.56,9240,206, ,3.139995671,140.8425243, ,2016
Triumeq,Abacavir/Dolutegravir/Lamivudi,Viiv Healthcare,460964017.6,5759698,186495,23649,80.03267144,2471.723197,19491.90315,2016
Trivora-28,Levonorgestrel-Ethin Estradiol,Mayne Pharma In,8806.85,14702,353, ,0.599023942,24.94858357, ,2016
Trivora-28,Levonorgestrel-Ethin Estradiol,"Watson Pharma,",71851.11,119661,3093, ,0.600455537,23.23023278, ,2016
Trizivir,Abacavir/Lamivudine/Zidovudine,Viiv Healthcare,1790495.75,68853,1104,217,26.0046149,1621.825861,8251.132489,2016
Trokendi XR,Topiramate,Supernus Pharma,18300862.93,984528,20782,4234,18.63780161,880.6112468,4322.357801,2016
Tropicamide,Tropicamide,Akorn Inc.,4887.05,6153,409,346,0.794436616,11.94877751,14.12442197,2016
Tropicamide,Tropicamide,Sandoz,5326.96,2193,460,423,2.429074327,11.58034783,12.59328605,2016
Tropicamide,Tropicamide,Valeant,38704.82,20676,3665,3203,1.922757292,10.5606603,12.08392757,2016
Trospium Chloride,Trospium Chloride,Apotex Corp,347594.47,204306,3208,2201,1.701342447,108.3523909,157.925702,2016
Trospium Chloride,Trospium Chloride,"Cipla USA, Inc.",41575.45,24504.5,377, ,1.696645514,110.2797082, ,2016
Trospium Chloride,Trospium Chloride,Glenmark Pharma,14046309.96,11729506.5,137920,45808,1.197519261,101.8438947,306.6344298,2016
Trospium Chloride,Trospium Chloride,Heritage Pharma,25629.94,16894,155, ,1.517103114,165.3544516, ,2016
Trospium Chloride,Trospium Chloride,Perrigo Co.,6782610.79,4125909,66795,19045,1.643907025,101.5436903,356.1360352,2016
Trospium Chloride ER,Trospium Chloride,Actavis Pharma/,11826195.28,2662997,46454, ,4.440934511,254.5786214, ,2016
Trospium Chloride ER,Trospium Chloride,Bluepoint Labor,701488.79,151273,4044,1017,4.637237247,173.4640925,689.762822,2016
Trospium Chloride ER,Trospium Chloride,Perrigo Co.,8760823.93,1949061,44919,11114,4.494894685,195.0360411,788.2692037,2016
Trueplus Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",Nipro Diag/Triv,371558.85,1768787,17686,6563,0.210069532,21.00864243,56.61417797,2016
