Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Total Spending,Total Dosage Units,Total Claims,Total Beneficiaries,Average Spending Per Dosage Unit,Average Spending Per Claim,Average Spending Per Beneficiary,Year
J3010,"Injection, fentanyl citrate, 0.1 mg",Fentanyl Citrate,Fentanyl Citrate/PF,235608.59,498284.7,137615,78108,0.472839303,1.712085093,3.016446331,2017
J3060,"Injection, taliglucerace alfa, 10 units",Elelyso,Taliglucerase Alfa,5678621.14,144136,262,39,39.39766013,21674.12649,145605.6703,2017
J3070,"Injection, pentazocine, 30 mg",Talwin,Pentazocine Lactate,23681.7,245,127,66,96.66,186.4700787,358.8136364,2017
J3095,"Injection, telavancin, 10 mg",Vibativ,Telavancin HCL,1901762.22,380647,2708,371,4.996130851,702.2755613,5126.04372,2017
J3101,"Injection, tenecteplase, 1 mg",Tnkase,Tenecteplase,6991279.58,67190,1529,1508,104.0523825,4572.452309,4636.127042,2017
J3105,"Injection, terbutaline sulfate, up to 1 mg",Terbutaline Sulfate,Terbutaline Sulfate,1298.21,402,374,218,3.22937811,3.471149733,5.955091743,2017
J3121,"Injection, testosterone enanthate, 1 mg",Testosterone Enanthate,Testosterone Enanthate,75107.28,1946842.5,11898,1768,0.038579022,6.312597075,42.48149321,2017
J3230,"Injection, chlorpromazine hcl, up to 50 mg",Chlorpromazine HCL,Chlorpromazine HCL,4300.43,181,172,104,23.75928177,25.0025,41.35028846,2017
J3240,"Injection, thyrotropin alpha, 0.9 mg, provided in 1.1 mg vial",Thyrogen,Thyrotropin Alfa,14484300.25,9629.8,7615,4636,1504.112261,1902.074885,3124.309804,2017
J3243,"Injection, tigecycline, 1 mg",Tigecycline*,Tigecycline*,1320870.45,429536,2225,499,3.075110002,593.6496405,2647.03497,2017
J3250,"Injection, trimethobenzamide hcl, up to 200 mg",Tigan,Trimethobenzamide HCL,119418,4806,4266,2131,24.84769039,27.99296765,56.03847959,2017
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,43953.72,17834,8578,4660,2.464602445,5.124005596,9.432128755,2017
J3262,"Injection, tocilizumab, 1 mg",Actemra,Tocilizumab,211708975,50167454.7,90725,12179,4.220046168,2333.524111,17383.11643,2017
J3285,"Injection, treprostinil, 1 mg",Remodulin,Treprostinil Sodium,174848456,2900612,10417,1195,60.2798499,16784.91466,146316.6996,2017
J3300,"Injection, triamcinolone acetonide, preservative free, 1 mg",Triesence,Triamcinolone Acetonide/PF,8903322.2,2462048,57290,32634,3.616226085,155.407963,272.8235031,2017
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog*,Triamcinolone Acetonide*,24092742.81,13387332.5,3036476,1876332,1.799667171,7.934442034,12.84034105,2017
J3315,"Injection, triptorelin pamoate, 3.75 mg",Trelstar,Triptorelin Pamoate,22999719.93,66796,20186,8748,344.327803,1139.389673,2629.140367,2017
J3357,"Ustekinumab, for subcutaneous injection, 1 mg",Stelara,Ustekinumab,92959948.13,563130,8494,3109,165.0772435,10944.1898,29900.2728,2017
J3360,"Injection, diazepam, up to 5 mg",Diazepam,Diazepam,71438.82,8384.5,6016,3398,8.520343491,11.87480386,21.02378458,2017
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin*,Vancomycin HCL In 5 % Dextrose*,704591.95,249536.6,56157,12354,2.823601628,12.54682319,57.03350737,2017
J3380,"Injection, vedolizumab, 1 mg",Entyvio,Vedolizumab,182585693.9,10281022,34179,6759,17.75948869,5342.043181,27013.71414,2017
J3385,"Injection, velaglucerase alfa, 100 units",Vpriv,Velaglucerase Alfa,24856389.63,73862,1646,93,336.5247303,15101.08726,267273.0068,2017
J3396,"Injection, verteporfin, 0.1 mg",Visudyne,Verteporfin,4996388.52,473054.9,3234,2758,10.56196336,1544.956252,1811.598448,2017
J3410,"Injection, hydroxyzine hcl, up to 25 mg",Hydroxyzine HCL,Hydroxyzine HCL,21188.39,6259,4012,1944,3.385267615,5.281253739,10.89937757,2017
J3411,"Injection, thiamine hcl, 100 mg",Thiamine HCL,Thiamine HCL,80154.87,26446,16986,3410,3.030888225,4.718878488,23.50582698,2017
J3415,"Injection, pyridoxine hcl, 100 mg",Pyridoxine HCL,Pyridoxine HCL (Vitamin B6),351625.06,33990,23279,3821,10.34495616,15.10481808,92.02435488,2017
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12),6832302.45,2401947.2,2394186,572592,2.844484862,2.85370579,11.93223526,2017
J3430,"Injection, phytonadione (vitamin k), per 1 mg",Vitamin K1,Phytonadione (Vit K1),50879.84,14164,2606,1720,3.592194295,19.52411358,29.58130233,2017
J3465,"Injection, voriconazole, 10 mg",Vfend IV*,Voriconazole*,65821.47,21002,352,142,3.134057233,186.9928125,463.5314789,2017
J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",Vitrase,"Hyaluronidase,ovine",19140.7,52608,220,162,0.363836299,87.00318182,118.1524691,2017
J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",Hylenex,"Hyaluronidase, Human Recomb.",30820.35,87673,614,457,0.351537532,50.19600977,67.44059081,2017
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate*,Magnesium Sulfate*,264728.28,537720.5,122648,23224,0.492315766,2.158439436,11.39890975,2017
J3480,"Injection, potassium chloride, per 2 meq",Dextrose 5%-Potassium Chloride*,Potassium Chloride In D5W*,86308.6,618628,57523,15723,0.139516155,1.500418963,5.489321376,2017
J3489,"Injection, zoledronic acid, 1 mg",Reclast*,Zoledronic Acid/Mannitol-Water*,8931104.9,688440.8,161200,76527,12.97294539,55.40387655,116.7052792,2017
J7030,"Infusion, normal saline solution , 1000 cc",Sodium Chloride (J7030),0.9 % Sodium Chloride,574660.92,285355.5,258465,87102,2.013842102,2.223360687,6.597562857,2017
J7040,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",Sodium Chloride (J7040),0.9 % Sodium Chloride,293164.72,291915,241754,77868,1.004281109,1.212657164,3.764893409,2017
J7042,5% dextrose/normal saline (500 ml = 1 unit),Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,25621.54,28940.2,19225,8210,0.885326985,1.332719896,3.120772229,2017
J7050,"Infusion, normal saline solution, 250 cc",Sodium Chloride (J7050),0.9 % Sodium Chloride,431922.71,848935,569933,143232,0.508781838,0.757848221,3.015546177,2017
J7060,5% dextrose/water (500 ml = 1 unit),Dextrose In Water (J7060),Dextrose 5 % In Water,109747.97,53822,39028,7735,2.039091264,2.812031618,14.18848998,2017
J7070,"Infusion, d5w, 1000 cc",Dextrose In Water (J7070),Dextrose 5 % In Water,15840.38,4155,3656,1198,3.812365824,4.332707878,13.22235392,2017
J7120,"Ringers lactate infusion, up to 1000 cc",Lactated Ringers,"Ringer's Solution,lactated",49817.75,21665.5,19509,9267,2.299404583,2.553577836,5.375822812,2017
J7180,"Injection, factor xiii (antihemophilic factor, human), 1 i.u.",Corifact,Factor XIII,2997439.16,127975,100,18,23.42206806,29974.3916,166524.3978,2017
J7182,"Injection, factor viii, (antihemophilic factor, recombinant), (novoeight), per iu",Novoeight,"Antihemoph.FVIII,b-Dom Truncat",8425318.81,447394,283,22,18.83198883,29771.44456,382969.0368,2017
J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",Wilate,Antihemophilic Factor/VWF,4531422.3,493520,250,33,9.181841263,18125.6892,137315.8273,2017
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Xyntha*,"Antihemoph.FVIII,b-Domain Del*",11466545.51,1749320,651,62,6.554858751,17613.74118,184944.2824,2017
J7186,"Injection, antihemophilic factor viii/von willebrand factor complex (human), per factor viii i.u.",Alphanate (J7186),Antihemophilic Factor/VWF,7052345.68,1410931,430,51,4.998363265,16400.80391,138281.2878,2017
J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",Humate-P,Antihemophilic Factor/VWF,30776406.31,7897531,1862,369,3.896965559,16528.68223,83404.89515,2017
J7189,"Factor viia (antihemophilic factor, recombinant), per 1 microgram",Novoseven RT,"Coagulation Factor VIIA,recomb",93482405.33,12440323,1910,118,7.514467698,48943.66771,792223.774,2017
J7190,"Factor viii (antihemophilic factor, human) per i.u.",Alphanate (J7190)*,Antihemophilic Factor/VWF*,23100468.76,4936798.4,836,123,4.679240854,27632.13967,187808.6891,2017
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Advate*,"Antihemophil.FVIII,full Length*",192983188.9,44853725.5,6489,839,4.30250078,29740.05069,230015.7198,2017
J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",Alphanine SD*,Factor Ix*,11849403.78,2110276,346,55,5.615096689,34246.83173,215443.7051,2017
J7194,"Factor ix, complex, per i.u.",Bebulin*,"Factor Ix Cplx(Pcc)no6,3factor*",1396603.3,711397,144,123,1.963184129,9698.634028,11354.49837,2017
J7195,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise specified",Benefix,Factor Ix Human Recombinant,45760629.99,9613914.2,1792,239,4.759833408,25536.06584,191467.0711,2017
J7198,"Anti-inhibitor, per i.u.",Feiba NF,Anti-Inhibitor Coagulant Comp.,61073417.74,7806312.4,1616,159,7.823593857,37792.95652,384109.5455,2017
J7200,"Injection, factor ix, (antihemophilic factor, recombinant), rixubis, per iu",Rixubis,Factor Ix Human Recombinant,11155670.53,3751906,314,21,2.973334228,35527.61315,531222.4062,2017
J7201,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",Alprolix,"Factor Ix Rec, Fc Fusion Protn",52381844.89,7127819,1135,88,7.348930282,46151.40519,595248.2374,2017
J7205,"Injection, factor viii fc fusion protein (recombinant), per iu",Eloctate,"Antihemoph.FVIII Rec,fc Fusion",66846665.23,6875115,1673,140,9.722988667,39956.16571,477476.1802,2017
J7308,"Aminolevulinic acid hcl for topical administration, 20%, single unit dosage form (354 mg)",Levulan,Aminolevulinic Acid HCL,55106965.51,156854.5,138337,92172,351.3253717,398.3530473,597.8709967,2017
J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",Ozurdex,Dexamethasone,45171959.59,229000,31809,16134,197.2574655,1420.099959,2799.799156,2017
J7313,"Injection, fluocinolone acetonide, intravitreal implant, 0.01 mg",Iluvien,Fluocinolone Acetonide,11232219.66,23266,1216,1004,482.7739904,9237.022747,11187.46978,2017
J7316,"Injection, ocriplasmin, 0.125 mg",Jetrea,Ocriplasmin/PF,1788814.25,1747,465,446,1023.934888,3846.912366,4010.794283,2017
J7321,"Hyaluronan or derivative, hyalgan or supartz, for intra-articular injection, per dose",Hyalgan*,Hyaluronate Sodium*,61065752.78,718065.5,550561,117139,85.04203695,110.9155076,521.3101766,2017
J7323,"Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",Euflexxa,Hyaluronate Sodium,70943036.38,467142,346265,105887,151.8661058,204.8807601,669.9881608,2017
J7324,"Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",Orthovisc,Hyaluronate Sodium,78050489.68,531952.6,397938,112394,146.7245196,196.137312,694.4364439,2017
J7325,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular injection, 1 mg",Synvisc*,Hylan G-F 20*,132684339.5,10693350,248532,150048,12.40811714,533.8722557,884.2792936,2017
J7326,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",Gel-One,"Hyaluronate Sod, Cross-Linked",25962465.98,47785,37034,31518,543.3183212,701.0440671,823.7345637,2017
J7327,"Hyaluronan or derivative, monovisc, for intra-articular injection, per dose",Monovisc,"Hyaluronate Sodium, Stabilized",54770264.96,63511,49569,42195,862.3744699,1104.929794,1298.027372,2017
J7336,"Capsaicin 8% patch, per square centimeter",Qutenza,Capsaicin/Skin Cleanser,79032.55,26786,72,57,2.950517061,1097.674306,1386.535965,2017
J7500,"Azathioprine, oral, 50 mg",Azasan*,Azathioprine*,659327.09,2017317,38258,4755,0.326833656,17.23370511,138.6597455,2017
J7502,"Cyclosporine, oral, 100 mg",Cyclosporine (J7502)*,Cyclosporine*,5628845.87,2049634,33793,4343,2.746268783,166.5683979,1296.073191,2017
J7503,"Tacrolimus, extended release, (envarsus xr), oral, 0.25 mg",Envarsus Xr,Tacrolimus,11061840.65,9122337,14086,1931,1.212610393,785.3074436,5728.555489,2017
J7507,"Tacrolimus, immediate release, oral, 1 mg",Hecoria*,Tacrolimus*,65961289.63,104293887,759960,86290,0.632455952,86.79573876,764.4140646,2017
J7508,"Tacrolimus, extended release, (astagraf xl), oral, 0.1 mg",Astagraf Xl,Tacrolimus,5969061.04,14775220,9371,1046,0.403991348,636.9716188,5706.559312,2017
J7509,"Methylprednisolone oral, per 4 mg",Medrol*,MethylprednIsolone*,12008.8,31284,950,147,0.383863956,12.64084211,81.69251701,2017
J7510,"Prednisolone oral, per 5 mg",Flo-Pred*,PrednIsolone Acetate*,3704.26,46626,1284,204,0.079446232,2.884937695,18.15813726,2017
J7511,"Lymphocyte immune globulin, antithymocyte globulin, rabbit, parenteral, 25 mg",Thymoglobulin,"Lymphocyte Immune Glob,rabbit",1980966.85,2884,583,386,686.8817094,3397.88482,5132.038472,2017
J7512,"Prednisone, immediate release or delayed release, oral, 1 mg",PrednIsone*,PrednIsone*,490713.41,56560403,289548,40941,0.008675918,1.69475669,11.98586771,2017
J7515,"Cyclosporine, oral, 25 mg",Cyclosporine (J7515)*,Cyclosporine*,8928040.71,11339018,78222,9202,0.787373361,114.1372083,970.2282884,2017
J7517,"Mycophenolate mofetil, oral, 250 mg",Cellcept*,Mycophenolate Mofetil*,64064616.69,67508479,428006,51642,0.948986226,149.6815855,1240.552587,2017
J7518,"Mycophenolic acid, oral, 180 mg",Mycophenolic Acid*,Mycophenolate Sodium*,111383644.8,41600229,254662,30280,2.677476723,437.3783478,3678.455905,2017
J7520,"Sirolimus, oral, 1 mg",Rapamune*,Sirolimus*,23746984.41,3104244,59441,7200,7.649844668,399.5051296,3298.192279,2017
J7525,"Tacrolimus, parenteral, 5 mg",Prograf,Tacrolimus,34116.4,186,168,31,183.4215054,203.0738095,1100.529032,2017
J7527,"Everolimus, oral, 0.25 mg",Zortress,Everolimus,41396916.54,5253438,16164,2161,7.879966708,2561.056455,19156.37045,2017
J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",Brovana,Arformoterol Tartrate,218668173.3,23813185,399992,62154,9.182651261,546.6813668,3518.167347,2017
J7606,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",Perforomist,Formoterol Fumarate,103672339.4,9994716,166662,28242,10.37271488,622.0514538,3670.856858,2017
J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Acetylcysteine,Acetylcysteine,1458944.9,390940,14405,4764,3.731889548,101.2804512,306.2436818,2017
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Albuterol Sulfate (J7611),Albuterol Sulfate,218544.79,1732748,37655,27755,0.126126125,5.80387173,7.874069177,2017
J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",Levalbuterol Concentrate*,Levalbuterol HCL*,56052.59,285336.8,3729,3052,0.196443606,15.03153392,18.36585518,2017
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate (J7613),Albuterol Sulfate,13609717.94,287577883.6,1479114,527390,0.047325329,9.201263689,25.80579446,2017
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL*,Levalbuterol HCL*,827043.46,13596134.8,92823,43575,0.060829307,8.909897978,18.97976959,2017
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,19929833.13,134614448.5,1449275,458736,0.148051219,13.7515883,43.44510379,2017
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Budesonide*,Budesonide*,139259341.1,43865124,753891,138805,3.174716685,184.72079,1003.273233,2017
J7631,"Cromolyn sodium, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",Cromolyn Sodium,Cromolyn Sodium,263438.47,328449,2065,677,0.802068114,127.573109,389.1262482,2017
J7639,"Dornase alfa, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Pulmozyme,Dornase Alfa,29332468.97,680769,8449,1336,43.08725716,3471.708956,21955.44085,2017
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,3089798.3,13964850.5,330061,105256,0.22125538,9.36129473,29.35508,2017
J7674,"Methacholine chloride administered as inhalation solution through a nebulizer, per 1 mg",Provocholine,Methacholine Chloride,95702.41,184340.7,3236,3203,0.5191605,29.57429234,29.87899157,2017
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Bethkis*,Tobramycin*,17614657.41,427281,8334,2749,41.22499575,2113.589802,6407.660026,2017
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Tyvaso*,Treprostinil*,179720684.1,339692,12222,1533,529.0695221,14704.68697,117234.6276,2017
J8501,"Aprepitant, oral, 5 mg",Aprepitant*,Aprepitant*,781855.65,77753,1969,681,10.05563322,397.0826054,1148.099339,2017
J8510,"Busulfan; oral, 2 mg",Myleran,Busulfan,91381.87,3853,139,40,23.71706982,657.4235252,2284.54675,2017
J8520,"Capecitabine, oral, 150 mg",Capecitabine (J8520)*,Capecitabine*,1695592.43,529922,10111,3232,3.1997019,167.6977975,524.6263707,2017
J8521,"Capecitabine, oral, 500 mg",Capecitabine (J8521)*,Capecitabine*,79637394.99,8924418,113553,26546,8.923539327,701.3235669,2999.977209,2017
J8530,"Cyclophosphamide; oral, 25 mg",Cyclophosphamide (J8530),Cyclophosphamide,2773271,875029,12835,3178,3.16934753,216.0709778,872.6466331,2017
J8540,"Dexamethasone, oral, 0.25 mg",Dexamethasone,Dexamethasone,7427.34,99062,1170,313,0.074976681,6.348153846,23.72952077,2017
J8560,"Etoposide; oral, 50 mg",Etoposide,Etoposide,2283529.4,32019,1824,603,71.31794872,1251.934978,3786.947595,2017
J8600,"Melphalan; oral, 2 mg",Alkeran (J8600),Melphalan,349812.09,30862,1163,362,11.33471875,300.7842562,966.3317403,2017
J8610,"Methotrexate; oral, 2.5 mg",Methotrexate (J8610)*,Methotrexate Sodium*,12004.55,22717,787,166,0.528439055,15.25355781,72.31656627,2017
J8655,Netupitant 300 mg and palonosetron 0.5 mg,Akynzeo,Netupitant/Palonosetron HCL,970486.47,2216,2203,550,437.9451579,440.5294916,1764.520855,2017
J8700,"Temozolomide, oral, 5 mg",Temodar (J8700)*,Temozolomide*,14700076.47,5402518,22996,5601,2.720967606,639.2449326,2624.544987,2017
J8705,"Topotecan, oral, 0.25 mg",Hycamtin (J8705),Topotecan HCL,1984344.54,20555,328,113,96.53828947,6049.830915,17560.57115,2017
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Adriamycin*,Doxorubicin HCL*,953251.05,294337.5,34241,8795,3.238632692,27.83946293,108.3855657,2017
J9017,"Injection, arsenic trioxide, 1 mg",Trisenox,Arsenic Trioxide,8843718.22,131957,5984,189,67.01969748,1477.894088,46792.15989,2017
J9025,"Injection, azacitidine, 1 mg",Azacitidine*,Azacitidine*,88774273.75,43468989,195766,9059,2.042243811,453.4713574,9799.566591,2017
J9027,"Injection, clofarabine, 1 mg",Clofarabine*,Clofarabine*,2512413.35,17004,317,54,147.7542549,7925.594164,46526.17315,2017
J9031,Bcg (intravesical) per instillation,BCG (Tice Strain) (J9031)*,BCG Live*,23359842.48,184569.5,179816,32322,126.5639365,129.9096993,722.7226805,2017
